"Timestamp","Latency (ms)"
"2023-08-23T13:23:44.105128","1001"
"2023-08-23T13:23:45.280928","1000"
"2023-08-23T13:23:46.472890","1004"
"2023-08-23T13:23:47.829567","1000"
"2023-08-23T13:23:49.000483","1000"
"2023-08-23T13:23:50.193108","1000"
"2023-08-23T13:23:51.365937","1000"
"2023-08-23T13:23:52.574054","1000"
"2023-08-23T13:23:53.749653","1000"
"2023-08-23T13:23:54.934353","1000"
"2023-08-23T13:23:56.119829","1000"
"2023-08-23T13:23:57.306334","1000"
"2023-08-23T13:23:58.479279","1000"
"2023-08-23T13:23:59.655592","1000"
"2023-08-23T13:24:00.819872","1000"
"2023-08-23T13:24:02.021896","1001"
"2023-08-23T13:24:03.183144","1001"
